ID,Tweet,Sentiment
1647,"No dejan de sorprender este tipo de casos. Persona identificada como delincuente, es herida en un acto del servicio, demanda a la @PoliciaColombia y la justicia termina dandole la razon. Se tiene que fortalecer defensa juridica de nuestros #policias. 

https://t.co/qp6KgGENGn",3
1648,En el primer semestre se han presentado mas de 15.000 casos de violencia intrafamiliar en el pais https://t.co/NXK8OUmN9u https://t.co/FpaHwDAvuK,2
1649,"Durante los primeros cien dias del 2019 se robaron 2.080 bicicletas. Hemos tenido una reduccion del 9 % en el mismo periodo de 2020! Invitamos a los ciclistas a registrar la bici y a denunciar este delito para poder dar con los responsables. 
#SeguridadEnBogota https://t.co/asfvi4YKXs",3
1650,"Un Hogar Sustituto de Emergencia es una familia que, de manera voluntaria, abre las puertas de su hogar a los menores de edad victimas de alguna vulneracion (violencia sexual, fisica, por omision o negligencia), para convertirse en su entorno protector. #HagamosdeCasaMasSegura https://t.co/xhXfngsmaz",4
1651,"En esta crisis estamos con el peor gobierno posible y lo que es mas triste, con una policia inepta y abusiva. 
*Ya vio el video de la mujer en Transmilenio.",2
1652,"Al dia se roban 19 bicicletas en Bogota (cifra a marzo de 2019).

Como con la cuarentena el hurto de bicis se ha reducido un 9%, ya solo se robaran unas 17 diarias.",2
1653,"#LaCasaSugiere articulo via @el_pais  ""Los expertos alertan de que el confinamiento es un caldo de cultivo para la violencia machista y temen un repunte de homicidios"". https://t.co/YrbSrS22HB",2
1654,"@valenciajc @Yanquillero @CaracolRadio @MinjusticiaCo Pero varios son los medios que estan hablando de excarcelacion... Lo cual seria preocupante, tras de los ladrones que ya hay sueltos, los migrantes en las calles, el abandono, hambre y esto sera un riesgo mucho mayor...",2
1655,"Terrible. Ahora los que han sido victimas a temer porque los delincuentes quedan recluidos en sus casas. Osea, quedan libres. https://t.co/hRZzKY2MDs",2
1656,"#AbortoEnCasaEs Jugar con fuego, es promover el asesinato .",2
1657,"@PoliciaColombia @Citytv  Por favor necesitamos urgente presencia en la Localidad 4 San Cristobal Barrio Altamira - Quindio - La victoria. Desde ayer hay manifestantes y los locales no han podido abrir por miedo a ser robados., cerraron la via principal, mucha inseguridad.",2
1658,Combos criminales de Bello se adueñaron de apartamentos y locales denuncio la Policia https://t.co/9Nk2eOPewN https://t.co/mhE7UJKlyx,2
1659,"""Asi como funcionarios de Bogota, Ejercito y Policia no podemos parar, la justicia tampoco debe hacerlo. En la cuarentena se ha incrementado la violencia intrafamiliar y se necesita la justicia y procuradores para atender la problematica"", dijo @ClaudiaLopez en Consejo seguridad",2
1660,"En Consejo de Seguridad, Claudia Lopez hizo un balance del primer semestre. Bajaron delitos como:
Hurto a personas -15%
delitos sexuales -27%
Lesiones comunes -25%
Hurto a residencias -27%
Hurto a celulares -12%
Hurto a bicicletas -9%
hurto a automotores -17%
Hurto motos -23%",4
1661,"@felipeangell @BogotaLogica Ishhhh, estan aplicando la misma de Uribe maquillando cifras.
Por todo lado he visto que han aumentado los atracos, en mi barrio hasta se organizaron bandas de venecos que ahora realizan fleteos, y andan con pistola o revolver en mano.
Y que me dicen de los saqueos?",2
1662,"A esta hora retornan los ""mariguaneros"" a los parque, solo que con una mascota prestada, pilas con el mini-parque de la 167 A con 55A se ha vuelto un expendedero de droga pero nadie hace nada @PoliciaColombia @PoliciaBogota @Citytv @FiscaliaCol",2
1663,"Un parqueadero, en plena intemperie, es usado en Las Vegas como ""refugio"" para cientos de habitantes de calle pasen la noche mientras miles de habitaciones de hotel permanecen vacias durante el aislamiento preventivo‚ https://t.co/2NzwVqx1IA",2
1664,"#AbortoEnCasaEs No les parece suficiente el castigo que estamos recibiendo con esta pandemia, como para seguir incitando al asesinato de bebes indefensos?",2
1665,"Deseo que todas las mujeres que hoy estan viviendo un infierno encerradas en sus casas junto a esos hijueputas agresores y violadores que los medios llaman ""pareja sentimental"", encuentren el valor y la ayuda para poner fin a esa situacion de violencia. NO la toleren mas.",3
1666,Estos son los telefonos para atencion de violencias al interior de los hogares. No guardemos silencio y hagamos pedagogia preventiva entre todos #EnCasaSinViolencia #BogotaSolidariaEnCasa https://t.co/HweSjOKF4C,4
1667,"En este pais mandan al Esmad contra los estudiantes y los profesores en protestas pacificas, contra la gente pobre que pide comida apunta de cacerolazos. 
Pero hay motines y disturbios en las carceles y alrededores y el Esmad ni por enterado. Para que vean como son las cosas.",2
1668,"@colombianero @EstevRod @CSPP_ Es decir que estuvo mal grabar abusos y flagrante violaciones a los ddhh con un equipo celular?. Esto no pasaria si las carceles tuviera circuitos cerrados de tv en todas sus dependencias, ademas de obviamente no vulnerar los derechos de los detenidos.",2
1669,@CMILANOTICIA y para los colegios privados entonces quien los vigila si no es la secretaria de educacion gracias,2
1670,"Parado frente a la ventana de mi cuarto, miro alrededor de unos 28 habitantes de calle, buscando alimento en la basura de mis vecinos, me asusta la desgracia de humanidad en estos tiempos. Estas personas nos necesitan tambien",2
1671,Y los ladrones en la calle! https://t.co/b6dLF84lGY,2
1672,"@ClaudiaLopez Por que no militarizan a Bogota? Los pocos supermercados que ahi, estan siendo robados, la policia brilla por su ausencia.",2
1673,"Ademas del nuevo programa de atencion telefonica de Comisarias, vamos a organizar mas turnos para atender los reportes de violencia intrafamiliar que desafortunadamente han subido durante la cuarentena. 
Aqui la informacion
#BalanceSeguridadBogota 
https://t.co/TsEmIeLP6z",4
1674,"@Acrofobica_ Se le ve lo nea, lo lacra, lo calle... Por favor invite cuando esto acabe.",2
1675,"Absolutamente irresponsable que la segunda funcionaria MaS importante del estado tenga este tono con poblacion doblemente victima que escapa de TRAGEDIA de la dictadura. ""Les pagamos el parto, nacimiento, el jardin, el colegio"". Este mensaje genera odio y XENOFOBIA. LAMENTABLE. https://t.co/F0RNyLy6zv",2
1676,"Que mal manejada la entrega de ayudas para los mas necesitados, esta escena se repitio en varias zonas de @Bogota. Personas obligadas por la necesidad a exponerse en largas filas y aglomeraciones. El virus seguramente afecto a mas personas hoy. #CoronavirusColombia https://t.co/ihmhQuFAwx",2
1677,"Avanzamos en la reduccion de cifras de lesiones personales, que pasaron de 6.075 durante los primeros cien dias de 2019 a 4.571 durante el mismo periodo de 2020. La convivencia y un pacto por la no violencia son claves para vivir en una Bogota sin miedo. #SeguridadEnBogota https://t.co/FM2s8OFvHr",4
1678,"Como estuvieron aterrados muchas de sus victimas, los DDHH se convirtieron en la excusa perfecta para evadir las consecuencias de sus actos. Ahora si es de investigar porque tanto celular! https://t.co/eDcLOiudVa",2
1679,"Decenas de bogotanos violaron la cuarentena este fin de semana y se fueron a veranear. Todos ellos serian delincuentes epidemiologicos porque estan poniendo en riesgo todo el esfuerzo que estamos haciendo 8 millones en Bogota°.
https://t.co/gokWfwflUZ
Por: @BernardoCongote",2
1680,"Hoy han tenido la grandiosa idea de hacer esto aun mas tenebroso. En la tarde, una camioneta del ejercito paso con soldados armados a bordo y un mensaje pregrabado (""quedese en su casa..."") y hace un momento irrumpio un grupo de motos de la policia con las sirenas encendidas.",3
1681,"Mi Time Line esta organizado asi:

Noticia del Covid-19
Foto de paquete
Foto de abdominales
Insulto a los que estan en la calle
Insulto al gobierno
Foto de paquete
Noticia del Covid-19
Foto de paquete
Video porno
Defensa de las personas en la calle
Rutina de ejercicio.",3
1682,"Hay gente que necesita soltar su ansiedad y desespero insultando a la gente por TW. 
... Al menos no estan dando golpes a alguien, asi que bueno... 
es un espacio seguro para que aprendas a controlar tu agresividad, supongo. 
Espero que todo este bien en casa, gente.",3
1683,"#DENUNCIA mi mama que hace parte de la poblacion vulnerable por la edad y por sufrir de hipertension, estasiendo obligada a ir a trabajar por el call de @MedimasEPS, obligandola a hacer desplazamientos en transporte publico. @ClaudiaLopez #YoMeQuedoEnCasa #CoronavirusEnColombia",2
1684,@mrcrjsg Por lo menos no trafique con drogas en el colegio jajajajja,2
1685,"Una persona fue capturada durante un intento de saqueo a una joyeria del centro de Bogota. La Policia reforzo la seguridad en varios puntos para evitar mas saqueos. Ademas, autoridades reportaron robos en supermercados de La Candelaria y Soacha #CityNoticias https://t.co/6UVoBu0Lgk",2
1686,Distrito habilito linea para atender casos de violencia intrafamiliar durante cuarentena por coronavirus https://t.co/mjjIX18Zru,4
1687,"@ClaudiaLopez @FiscaliaCol @GobiernoBTA @secredistmujer @PoliciaBogota @SeguridadBOG Bajaron??? No es logico???, Con la gente en casa, hasta los ladrones tienen que cuidarse..",3
1688,"""Es primera vez en mas de dos años que se logra controlar y reducir el hurto a personas. El primer trimestre de 2020 tiene la cifra mas baja de hurtos VS. ultimo trimestre de la administracion anterior y tambien en comparacion con el mismo periodo de 2019"" #BalanceSeguridadBogota https://t.co/amim19MXkW",4
1689,Que nervios esas grabaciones de la policia pidiendo que nos quedemos en casa ... lindo y todo pero son tipo la purga. Que susto.,3
1690,@____JVGM Falto...la que le roban el celular,2
1691,"Que es #BogotaSolidariaEnCasa? Es el sistema que entregara un Ingreso Minimo Garantizado a las familias mas pobres y vulnerables de Bogota durante el aislamiento. 
Es una suma de esfuerzos en la que todos podemos contribuir https://t.co/L06TNhKL1k https://t.co/uCBZ6z7yHB",4
1692,"Hoy 3pm mujer tacon rojo 7cm,blusita de tiras, escote profundo,Jean ajustado,melena negra,va por la mitad de la calle mirando como Pedro Navajas. Se detiene y cual lente slow Motion acomoda su cartera D1 en su hombro.Entendi Hoy era nuestro dia  #picoygenero #Bogota #cuarentena",3
1693,"@IvanDuque deberia aprovechar y decretar que para evitar el robo de celulares se prohibe usarlo en la calle hasta que logren capturar a todos los ladrones. Es mas, que prohiba el uso de efectivo para que luchar contra el robo",2
1694,"Estos son los hombres que dicen que #AbortoEnCasaEs peligroso, no hablen de lo que no saben, las mujeres han abortado durante años acompañadas en sus casas de forma segura e informada. https://t.co/W4DL2Q4DoK",2
1695,"@LuisErnestoGL Con todo respeto Secretario , el Distrito no debe evadir responsabilidades le compete la Seguridad y Bienestar de todos los Cuidadanos que residan en Bogota ...",2
1696,"@IvanDuque @Bogota @AlvaroUribeVel  PEREIRA
Estratos 0,1,2 y 3 NO pagaran servicios publicos durante 2 meses.
 4 5 y 6 podran diferir sus pagos hasta en 12 meses esto es equidad y justicia. porque en Bogota se toman medidas que oprimen al pueblo? Ese dinero se necesita para comer! https://t.co/pCv3Q74phi",3
1697,Este caso es de suma gravedad. Estos abusos se volvieron  norma y no excepciones. https://t.co/VJ6BkYhXPh,2
1698,Veterano vigilante no volvio a despertar de una siesta en su casa https://t.co/x9w73K6Laf,2
1699,@PartidoFARC Eso sucedia cuando uds llegaban a las fincas o a las casa a extorsionar amenazando de muerte o secuestro...y al parecer uds perdieron la memoria de sus andanzas de asesinos y secuestradores. Devuelvan lo robado.,2
1700,"@Estavacioves @CestPasToi Educacion que tu no tienes?, ese  lleva tilde, yo tambien estoy impactado con la perdida de tiempo de tu universidad o colegio.",2
1701,"Mientras todos los indicadores disminuyeron ( muertes violentas, hurtos, accidentes) la violencia intrafamiliar se dispara. Que infierno viven madres y niños en algunas casas. Autoridades alertas; comisarias de familia, procuradores y jueces. Proteccion total.",2
1702,"""Logramos con el general Gomez (Cmdt. de @PoliciaBogota) y la Fiscalia organizar una especie de cuadrante en TransMilenio y SITP. Los resultados son extraordinarios. El atraco en TransMilenio estaba disparado y con esta estrategia logramos bajar en un 32% el hurto en troncales"" https://t.co/pTPtzabJvl",4
1703,"""La policia entendio que TransMilenio es como una ciudad. Nuestra instruccion a la Policia fue armar un comando para TransMilenio con policias y comandantes responsables de patrullar las troncales y responsabilizarse de reducir los delitos. Esto funciona."" #BalanceSeguridadBogota https://t.co/o5CkzyqAKg",4
1704,"Durante los primeros dias de la cuarentena nacional, se han elevado los casos de violencia intrafamiliar contra las mujeres .Muchas de ellas estan atrapadas con sus maltratadores! Si conoces de algun caso o si tu estas en peligro, llama al 123 de la policia. https://t.co/y8Wwwm7e91",2
1705,"@JPEcheverry4 @CarlosFGalan Carros blindados, cuantos conductores, cuantos policias tiene cada Concejal de Bogota a su servicio, estos ultimos engordando. Cual es el odicio q hacen a diario estos agentes del orden, no seria mejor estar patrullando, para proteger a los Bogotanos, de tanto peligro en la calle",2
1706,Señalan a decano de la Universidad del Valle por abusos sexuales https://t.co/rLKRZZy3Lh  @agenciaocote,2
1707,"No hagan mas dramatica la situacion como la que esta proyectando la TV: el abandono de las mascotas que quedan indefensas en las calles, pues, no saben vivir libres. Si es por temor de contagio, esta comprobado que no se da mutaci√on de coronavirus animal-humano.",2
1708,"Buenas noticias para la  #SeguridadEnBogota! Durante los primeros cien dias del 2020 se han reducido los homicidios en comparacion con el mismo periodo del año pasado. Hemos tenido 15 dias sin homicidios, 30% de ellos durante la #CuarentenaPorLaVida. https://t.co/0UlTK2zO5q",4
1709,"@ClaudiaLopez @FiscaliaCol @GobiernoBTA @secredistmujer @PoliciaBogota @SeguridadBOG Las cosas que hay que ver cuando alguien quiere ser protagonista. Con las calles vacias, la disminucion en hurtos deberia presentar reduccion al menos en el 50%. Con las cifras que presenta la alcaldesa se puede colegir que estan robando a todo el que sale a la calle.",3
1710,"Durante los primeros cien dias del 2020, seis mujeres fueron victimas de feminicidio. El 100 % de los casos fueron esclarecidos por @FiscaliaCol. Trabajamos de manera articulada con autoridades para proteger la vida de las mujeres y castigar a los responsables. #SeguridadEnBogota https://t.co/S939fxNTgO",2
1711,@ghitis @ClaudiaLopez No blasfemie esta analizando como bajaron hurtos en Bogota si todo el mundo esta encerrado. https://t.co/EpA94gvx6D,2
1712,"Llevo 3 años en cuarenta trabajando en casa, no siento esa sensacion de encierro, pero extraño la arepas de la esquina y la tranquilidad en medio del caos de mi ciudad. https://t.co/zfVsxRXurt",3
1713,"No habra forma de que las #Feminazis aunque sea en medio de la tragedia por Covid-19 dejen de promover las violencias y el genocidio?
#IgualadasAHitler#AbortoEnCasaEs Un crimen doble en cuarentena NO HAGAN ESTO Recuerden que #EncasaSomosProvida https://t.co/5XIIxxMbL2",2
1714,"La solicitud de ayuda humanitaria no puede ser disculpa para alterar el orden publico con saqueos y violencia. 
@SeguridadBOG @Bogota https://t.co/5IUyxq9eJA",2
1715,"@Suaguagua En cuanto a lo segundo, precisamente, la policia tiene muchas otras cosas que hacer en este momento que ponerse a perseguir la gente que toma alcohol en su casa. Entre otras, proteger a las victimas de maltrato intrafamiliar.",2
1716,"@Suaguagua En cuanto a lo primero, dudo que eso signifique que prohibir el alcohol significara menos violencia intrafamiliar. Tengo incluso la intuicion que puede resultar en lo contrario. En todo caso, no hay evidencia que sustente una prohibicion.",3
1717,Evaluamos esta afirmacion por medio de un analisis espacial a nivel UPZ. Existe un claro eje donde se ha agrupado el mayor numero de hurtos reportados y en las zonas donde predominan las viviendas el hurto es menor Bogota no es una ciudad con gran mixtura de usos (3/4) https://t.co/LTQNvp9bEj,3
1718,"Segun Jane Jacobs (1961) una de las condiciones para la reduccion de delitos en las ciudades es la mezcla de usos. El continuo flujo de personas derivado de la mixtura de usos genera calles activas y un control socio-espacial que cohibe al delincuente de ejercer su accion.

(2/4) https://t.co/YH25MWxm80",3
1719,"@HOLLMANMORRIS Al ver al cacheton maltratador publicando tantos videos, me parece que al no haber marchas estan filtrando y motivando los cacerolazos en los barrios. No defiendo a @ClaudiaLopez  hay mucha necesidad y hambre pero es  Muy dudoso tambien",3
1720,@Yefer_Vega @PachoAlerta @PoliciaBogota @Bogota @manolitosalazar @alcaldiausaquen Eso No es hambre eso es vandalismo x eso es que Si los agarran para que los dejan libres Lo mejor es darles su merecido carajo da ira que se aprovechen de la situacion RATAS MALAS Eso SI es VANDALISMO,2
1721,"Ya dejen escuchar reggaeton a los niños, yo creci cantando La Quemona y aqui estoy, como una mujer decente, de casa, cero drogas, cero alcohol, virgen, sacerdota de la virgen guadalupana.",3
1722,"Es tragico que la paz ahora rehusa de habitar nuestros hogares, para volar irreverentemente por las calles…",3
1723,"Comprometidos con la seguridad de #Bogota, con el apoyo de informacion de los ciudadanos buscamos identificar y capturar a las siguientes personas, incluidas en el ‚cartel de los mas buscados, por los delitos de hurto y homicidio.
Absoluta reserva.
CC @PoliciaBogota @Bogota https://t.co/JKWii1R1Ir",4
1724,"@almacenesexito Acabo de ir a exitoexpress de la 94con13 en Bogota, la persona de seguridad y quien atendia no me querian dejar entrar por no tener tapabocas y guantes. No tengo gripa ni sintoma alguno que les haga pensar que estoy enferma, el sitio estaba vacio. @WRadioColombia",3
1725,@aranta_mer Que putada. Senti la calle mas insegura que nunca. Gracias por los abrazos.,2
1726,Aumentaron casos de violencia contra mujeres en Tolima durante cuarentena https://t.co/92j7zCZNUe,2
1727,"La vicepresidenta y su doble moral. 
- Prohibamos el alcohol durante la cuarentena para evitar feminicidios 
- es importante darle salvoconductos a todos los ciudadanos para que se puedan proteger. 
Ustedes se imaginan a esos machos con una pistola en casa?",2
1728,"@flacagutierrez6 @ClaudiaLopez Aqui hay gente que estamal de la cabeza, fue exagerado usas gases lacrimogenos, pero segun ellos las autoridades tenian que permitir los saqueos...Los derechos de las personas que estaba en sus casas y negocios viendo que los iban s atacar no existen. Parecen bobos o se hacen.",2
1729,"@Andresvargass2 @SebastianRamosj @FelipRamirez_ @petrogustavo Yo si. No cumplio con la promesa de los 1000 jardines y colegios nuevos, la inseguridad era brutal, el transporte no hizo mucho (Si subsidio TM, pero las frecuencias B en gracias).",3
1730,"En otros paises los aplauden, aqui los roban, les cobran de mas, no los dejan subir al transporte publico y los apuñalan https://t.co/iRqw59f9ME #CuarentenaObligatoriaYa",2
1731,"Con el #AbortoEnCasaEs hacen apologia al delito del Aborto, ya que #AbortoEnCasaEs en cualquier caso, es violencia tras violencia que genera mas daño a la sociedad y a las mujeres que feministas dicen defender NO HAGAN ESTO
#EncasaSomosProvida https://t.co/5XIIxxMbL2 https://t.co/pJ4eTBJgn9",2
1732,"Hecho de menos a mi celular, tomaba fotos unicas :(
CATRESETENTAHIJUPUTA EL QUE ME LO ROBO  ahora es cuando mas lo necesito :(
No tienen consideracion con los pobres que no tenemos ni para comprar comida Hijueputas ratas",1
1733,"@Mamerticia Los niños y niñas tambien deben estar siendo muy abusados, cada dia pienso en ellos y sin poder escapar de sus verdugos al menos las horas de colegio",1
1734,"@WRadioColombia Casi 3 minutos de video y nunca vi ningun intento de control de la policia. Por que para los estudiantes si hay depresion y abuso policial, y para este tipo de casos y peor aun en medio de un pandemia, no mueven un dedo????",2
1735,Mi colegio era tan paila que creo que si hacen el coso ese de yo nunca he la mitad de cosas son delitos,2
1736,"""Vamos muy bien, y no podemos bajar la guardia"": @ClaudiaLopez 
La alcaldesa de Bogota presento el informe sobre seguridad en el primer trimestre del año. Estos son los detalles‚ https://t.co/zppJzqt4Qf",4
1737,"Durante los primeros cien dias del 2020, seis mujeres fueron victimas de feminicidio. El 100 % de los casos fueron esclarecidos por @FiscaliaCol. Trabajamos de manera articulada con autoridades para proteger la vida de las mujeres y castigar a los responsables. #SeguridadEnBogota https://t.co/LJcoYANZGv",2
1738,"@BluRadioCo @ClaudiaLopez Olvidese de 3 meses con clase media encerrada, a menos que garantice nuestros ingresos, de no hacerlo y obligarnos a enclaustrarnos, generara violencia en la calle. La gente con hambre no es racional ni culta.",2
1739,"Imposible callar ante el abuso. Rechazamos la violencia contra las personas que ejercen legitimamente su derecho a la protesta. 
La gente tiene hambre y en vez de dialogo y soluciones (que no son un regalo, son derebes) les mandan al ESMAD?
@ClaudiaLopez asi no es!  https://t.co/Vsvn9KTdwj",2
1740,"No hay derecho! Una mujer, de 25 años, fue capturada y acusada por las autoridades de torturar a su pequeña hija, de apenas 7 años, con el cable de una extension. Aqui le contamos mas de este caso  https://t.co/VNUbGilHvJ",1
1741,"@FelipeArias71. Envie sus fotodenuncias y videos por whatsapp al  3209954854.  #Cazanoticias de todo el pais no se quedan callados, denuncian por que el reportero es usted.",3
1742,Protestas en Bogota porque no han llegado las ayudas prometidas [VIDEO] https://t.co/vUJduPHaLV,2
1743,"No puedo opinar del uso del ESMAD, porque anoche golpearon en mi casa y en varias de la cuadra a las 11.30 pm, y obvio esperabamos a nadie. Eran personas pidiendo cosas,A ESA HORA!. Se vienen los saqueos y evidentemente muchos vamos a necesitar ayuda de la fuerza publica.",2
1744,"Como ciudadanos tambien tenemos un reto gigante, tejer redes comunitarias y solidarias para atender a quienes la cuarentena afecta mas, independientementes, desempleados, habitantes en situacion de calle. Y especial atencion a niños, mujeres posibles victimas de violencia y otros",3
1745,"Muy desafortunados los comentarios de @ClaudiaLopez  los venezolanos estan en grave riesgo de exclusion, violencia y violacion de sus derechos, ellos viven en Bogota, no pueden quedar por fuera de los programas sociales https://t.co/MaSWMO8E7g",2
1746,"@vanedelatorre @LuisErnestoGL @ClaudiaLopez Tranquila @vanedelatorre que mientras tanto concejales de Bogota van a gastar 2.600 millones en camionetas blindadas. Esto es un acto de inconsciencia en esta epoca de crisis economica y social, ese dinero deberia ser destinado para la atencion de  poblaciones vulnerables. https://t.co/otWK5BZtmb",1
1747,"No vamos a militarizar a Bogota. La Policia esta patrullando las calles y lo esta haciendo bien. No obstante, estamos trabajando de la mano con la Fuerza Publica. En estos dias hemos tenido buena seguridad: alcaldesa @ClaudiaLopez",3
1748,"Parce, esa señora no se cansa de hablar, lleva dos hijuemadres horas sin callarse, ya se acaba la claeeeeeee, a dormir.",2
1749,El ingreso mínimo que asegura el programa sera de $423.000 para cada hogar vulnerable #Bogot√aSolidariaEnCasa https://t.co/Kq7gyiJF6O,4
1750,"Esta semana fue asesinada Carlota Isabel Salinas, lideresa de la Organizacion Femenina Popular del Magdalena Medio. Y John Restrepo, lider #LGBTI y director de Casa Diversa, sufrio un atentado en su casa en la Comuna 8 de Medellin.  https://t.co/vhoG8HtxVZ https://t.co/bFKQ3mBvFa",1
1751,"@Jramirez_n @vivisancheza @sandralon8 @LaRepelente @WRadioColombia Y puedo seguir asi toda la noche. Grupos de sicariato, bandas de microtrafico y casas de pique en Soacha,celulas paramilitares en ciudad Bolivar. Y todos de su ciudad. Muestreme usted a mi ahora, Bandas organizadas de Bogota delinquiendo asi en su ciudad.",2
1752,"@tavoesalgado Y si las lesiones fueran culposas con resultado final muerte, naturalmente se subsumirian materialmente las lesiones y se imputaria homicidio culposo. Y si efectivamente hubiera previsto el resultado muerte, no se podria predicar culpa, sino dolo eventual en ese caso.",2
1753,"#MasDesarrolloyEquidad #UnidosPorLasVictimas  Secretaria de Gobierno La Administracion Municipal Informa a la comunidad victima del conflicto armado, los canales de comunicacion que tenemos disponibles para resolver sus inquietudes.
#QuedateEnLaCasa https://t.co/8HD3Po2CgW",4
1754,@ClaudiaLopez @TransMilenio Definitivamente nos tiene azotados la Delincuencia desbordada en Bogota. Despues que pase Covid 19 Urge construccion de mas carceles para tanto ladron.,2
1755,"por mi casa acaban de pasar dos helicopteros dando circulos y con la luz apuntando a nosotros mientras hablaban. Me dio un poco de miedo lo que me lleva a pensar: Que necesidad tienen de hacer esto, ya sea medida de precaucion, los nerviosos y ansiosos como yo la sufrimos mucho",3
1756,"@AABenedetti @PoliciaColombia Querido Senador, estan patrullando y lanzan mensajes de prevencion frente al #Covid_19. Y aca en @Bogota los ladrones hacen de las suyas pese a la #CuarentenaNacional. Asi que, si es por el gasto, pues estan bien invertidos mis impuestos. #SeguridadCiudadana",2
1757,"@JuliettaParra Julieta, es doloroso y lamentable, pero estadisticamente esas muertes son muy pocas comparadas con la cantidad de muertes por semana en tiempos normales. Muertes violentas por accidentes de transito, licor, riñas callejeras, etc.
La cuarentena ha disminuido muertes de todo tipo.",3
1758,"Para esas chicas que escriben que es lo maximo el pico y genero en Bogota porque pueden salir sin recibir un piropo en años. 
Enserio? 
A mi poco me piropean.. o estoy muy regularcita o estoy segura que hay muchos mas hombres respetuosos en mi ciudad.
- Cuanto drama junto.",3
1759,"No solo oportunista e irresponsable, la alcaldesa de Bogota es una demente. Ni China dura 3 meses en cuarentena, y otro paises han combatido al virus sin ella. Lo que quiere es una explosion social con fines politicos.  #ClaudiaLopezOportunista #ClaudiaIrresponsable",2
1760,"""Hemos desarticulado y judicializado 27 bandas y cada 3 dias de los primeros 100 dias se desarticulo una banda delincuencial"": @ClaudiaLopez #BalanceSeguridadBogota",4
1761,"""Ademas de fortalecer la linea purpura y crear un comando para TransMilenio y SITP, identificamos bandas de localidades que estaban causando mas homicidios, hurto y microtrafico. En Rafael Uribe capturamos a todos los de la banda Los Parnaso"":@ClaudiaLopez #BalanceSeguridadBogota https://t.co/NRB32ZMMCV",4
1762,"#ColombiaAlAire La alcaldesa de Bogota, @ClaudiaLopez, señalo que la justicia no puede parar durante la cuarentena nacional, pues en la ciudad, se estan disparando los indices de violencia intrafamiliar y contra la mujer. https://t.co/GDoPAyUOB5 https://t.co/aDh1s13xiF",2
1763,"Se empiezan a escuchar voces que en medio de la emergencia social provocada por el Covid19 en Bogota, claman por la seguridad del GARROTE expresada en la militarizacion de la ciudad. Es bueno recordarles que la militarizacion no resuelve el hambre ni la falta de techo. https://t.co/LgQttABvRP",3
1764,"Bogota Solidaria en Casa‚ protege a las mujeres victimas de violencias, la sancion legal es para los agresores https://t.co/Bi2uo8hGDt",4
1765,Saque a los niños a cagar al parque. https://t.co/ECT31MqBQV,2
1766,"@mariaandrea0113 @ClaudiaLopez Pues que los call centers que tanto quiere Duque vean como llevan a sus empleados, @TransMilenio ya es una pesadilla sin virus pero hoy esta convirtiendose en una amenaza para la salud publica, esas imagenes de hoy son simplemente inadmisibles.",2
1767,"@ClaudiaLopez deberiamos pagar unos buses y devolver a todos los venezolanos que exigen robando , vandalizando o agrediendo a bogota su tierra los espera y esto va para largo !!! seria una excelente inversion",2
1768,@MJDuzan guardar buses de transmilenio es una medida peligrosa; se mantiene la misma aglomeracion.,2
1769,"@FMLNoficial @nuevasideas Debe pagar por los hechos, el alcalde no tiene autoridad para andar interceptando vehiculos propiedad ajena, tampoco puede andar privando de libertad de circulacion a civiles, sin orden de la fiscalia fue un robo lo que intentaron cometer y eso es delito,",2
1770,"@fersabonu No entiendo porque @MinInterior  prioriza a los lgtbi en ayudas del estado por encima de otras minorias realmente vulnerables como victimas del narcoterrorismo, trabajadoras sexuales, habitantes de calle.",2
1771,"La #CuarentenaPorLaVida sigue y es una oportunidad para mejorar la convivencia en el hogar. Estaremos #EnCasaSinViolencias. Si alguna mujer es victima de violencias, puede acudir a cualquiera de nuestros canales de atencion. No estan solas! https://t.co/n9zL0QdfQv",4
1772,"Por que somos capaces de reconocer la violencia de genero, pero normalizar el acoso laboral? En este nuevo episodio de Contra todo pronostico, Vanessa Restrepo, periodista, nos relata su caso.

@ObsDemocracia 

https://t.co/BjBiwnOlFU",2
1773,"el quinto, fue todos los psicoogos que tenia, tenia como 3 particulares y una de hospital porque en ese entonces queria intentar con alcohol y drogas.
llegue muchas veces sin saber como a mi casa, pero no llegaba porque despertaba en el hospital",2
1774,"@mlberp Excusa para fomentar el maltrato a la mujer, por la facilidad  que es expuesta, se espera que sea un buen vehiculo se denuncia en casos de violacion porque muchas veces la victima vive con el victimario",2
1775,"No se habian visto tasas tan bajas de homicidios y delincuencia. Ojala no se nos olvide rapidamente.  Le tengo miedo a que el egoismo esta  aumentado; por estar confinados en casa. Que esta mutacion nos convierta en mejores seres, de lo contrario estaremos en via de extincion.",3
1776,"Ademas logramos:
- Desarticular 4 grandes redes de microtrafico
- Incautar 2.833 kilos de sustancias psicoactivas

Y recuperamos 4.515 elementos después de hurtados:
- 1.175 celulares
- 197 bicicletas
- 193 vehículos
- 176 motocicletas
#BalanceSeguridadBogota https://t.co/EWd2kCyAFS",4
1777,"Los casos de violencia domestica en Colombia durante cuarentena ya son mes por semana que el total por el virus.
Daño colateral inminente que no deberia suceder. https://t.co/jpIUFR0zFD",2
